Game Title,Set Title,Year,Format,Moby ID,BoardGameGeek ID,IGDB ID,Designer(s),Publisher,Description,Mechanics,Facilitator Present,Facilitator participates in game?,Players Min,Players Max,Smells Min,Smells Max,Smells,Example Smells,Smell Specificity (Swappability),Specificity Note,Smell Count Flexibility,Flexibility Note,Cost,Currency,Target Audience,Descriptive Source,citationKey,Tags,Variant,URLs,Target Species,Realized or Description?,Complexity_1_Light,Complexity_2_MediumLight,Complexity_3_Medium,Complexity_4_MediumHeavy,Complexity_5_Heavy,Images,Notes
Trust Your Own Tongue,,2017,Analog,,,,Rebecca Göttert,,"""Trust Your Own Tongue"" is a collaborative deduction game where players act as flavor detectives solving a fictional murder case through taste. Each player is served a bowl of soup, and over four rounds, the group must identify specific ingredients. Each ingredient corresponds to a clue that helps unravel the case. However, there's a twist: two players are secretly traitors working to sabotage the investigation. These traitors are identified by a special cue (honey hidden in the first spoon of their soup) but roles remain secret to all others. Players must collaborate, debate, and make joint decisions, all while trying to detect misinformation and deception introduced by the traitors.","Discriminating, Identifying, Negotiating, Labeling, Eating",Host,FALSE,6,6,1,,soup,,,,,,,,,,,"Research, Niedenthal-related",,https://mau.diva-portal.org/smash/record.jsf?pid=diva2%3A1483671,Human,,,,,,,TrustYourOwnTongue_2017,
Veggie Land,,2019,Analog,,,,Jenn Sandercock,,"""Veggie Land"" is an edible board game where players race to the finish while choosing which vegetables to eat along the way. Each turn, players roll two dice and decide how to use them: move and eat a veggie, or hold off for something tastier. Side paths, blockers, and optional double rolls (swap veggies) add strategic twists to this veggie adventure. Players can sacrifice a die to dip a veggie in dip, and double rolls allow the player to dip their veggies for free.","Eating, Punishing, Rewarding",Host,TRUE,2,4,3,,marshmallow,veggies,High,Needs to be vegetables.,Fully Flexible,,,,5+,,,,,Edible Games,Human,,,,,,,,
Voyage Olfactif,,2022,Analog,,426316,,Véronique Debroise,SentoSphère,"In ""Voyage Olfactif,"" players work together to guess the location of travel images using only scents as clues. Each player secretly draws a travel image and selects a scent capsule they feel best represents that location, which could relate to its geography, color, or essence—like lavender for Provence or ocean for a beach. The team then sniffs the chosen scent and discusses possible connections to places in the travel pictures, aiming to guess the correct one. This cooperative game encourages creative thinking and storytelling through scents, with all players contributing to a shared olfactory journey.","Associating, Negotiating",None,,2,6,31,31,"pear, banana, exotic fruits, mulberry, strawberry, orange, hazelnut, tree moss, mint, tree, mushroom, lemongrass, grass, hot chocolate, cinamon, tea, milk, curry, bread, blue hyacinth, rose, tiara flower, lavender, oriental scent, animals, leather, fish, ocean, firewood, incense, stones",,None,"Scents are broadly representative (e.g., ""lavender"" for Provence), not necessarily exact.",Fully Flexible,,38,EUR,8+ years,,,Commercially available,,https://www.sentosphere.fr/gb/olfactory-games/578-voyage-olfactif-3373910001397.html,Human,,,,,,,VoyageOlfactif_2022,https://www.youtube.com/watch?v=euPvYe28uSk
VR Wine Cellar Game,,2023,Digital,,,,"Simon Niedenthal, William Fredborg, Peter Lundén, Marie Ehrndal, Jonas K. Olofsson",,"The VR Wine Cellar Game is an olfactory performance assessment tool in which players identify aromas within scent blends in a virtual wine cellar setting. Using hand controllers, players pick up virtual wine glasses and release scents by pressing a trigger, then respond by placing the glass through one of four floating answer circles, which provide instant color-coded feedback. Participants completed trials across four sessions, each including four escalating difficulty levels: starting with single odours and progressing to complex mixtures of up to three equally strong components. Red wine aromas (e.g., clove, blackcurrant) were used in sessions 1–2 and white wine aromas (e.g., pineapple, almond) in sessions 3–4. Participants earned points for correct identifications.","Discriminating, Identifying",None,,1,1,4,4,,"clove, blackcurrant, pineapple, almond, red wine aromas, white wine aromas",Medium,Each odor corresponds to a specific wine-related aroma essential for correct gameplay.,Fully Flexible,,,,,,,"Research, Educational, Smell Training, Assessment, Niedenthal-related",,https://www.sciencedirect.com/science/article/pii/S1071581922001483,Human,,,,,,,WineCellarGame_2023,
Walking through smells blindfolded,,2013,Analog,,,,Thijs van Teijlingen,,"In this game, black feathers that emit scent are suspended from three ceiling locations, creating an invisible olfactory landscape. Blindfolded participants walk through the space, relying on their sense of smell and bodily awareness to navigate. After completing the passage, they are asked to draw a diagram indicating where they believe the scents were located.","Mapping, Navigating",None,,1,1,3,3,,,,,,,,,,Ueda 2020,,Art,,,Human,,,,,,,,
Watermelon smashing,,2019,Analog,,,,Kakuya Shiraishi,,"In this olfactory version of the traditional watermelon splitting game, players are blindfolded and guided not by the voices of spectators but by scent cues. Using sticks of paper scented with yuzu, onion, and watermelon, players navigate the space: yuzu indicates ""go toward the smell,"" onion means ""go back,"" and watermelon signals ""strike.""","Signaling, Navigating, Transacting",Player,TRUE,2,2,3,3,"yuzu, onion, watermelon",,,,,,,,,Ueda 2020,,Art,,,Human,,,,,,,,
What a Klutz,,2009,Analog,,,,"John Rice, Suzanne Clothier",,"The handler discreetly drops an item while walking and then acts as if they lost it, encouraging the dog to find it by sniffing along the ground. Once the dog locates the item, they are praised and rewarded.",Localising,Dog handler,FALSE,1,1,1,,,,None,,Fully Flexible,,,,,Rice & Clothier 2009,,"Animal game, Educational game",,"Scent games for dogs, https://www.myherodogtraining.com/wp-content/uploads/2017/07/Scent-Games.pdf",Dog,,,,,,,,
What is the common scent,,2009,Analog,,,,Jelle Goossens,,This game challenges players to identify shared components across different scent mixtures. Participants smell multiple fragrance blends and must deduce which individual scent or scents are common to all of them.,"Identifying, Discriminating, Matching",None,,1,1,8,8,,,,,,,,,,Ueda 2020,,Art,,,Human,,,,,,,,
What's that Smell?,,2012,Analog,,,,,Play Create Explore,"""What's that Smell?"" is a quick and playful olfactory guessing game designed for young children. In this activity, a variety of household food items (such as peanut butter, syrup, ranch dressing, an orange, and a cookie) are placed in front of the child to smell one by one. The childs task is to identify each scent without visual cues.",Identifying,Parent,FALSE,2,,5,," peanut butter, syrup, ranch dressing, orange, cookie",,Low,Needs to be food-based (edible).,Fully Flexible,,,,,,,"Educational game, Informal game",,,Human,,,,,,,,
What's That Smell?,,2018,Analog,,259968,,,WowWee,"Players use their sense of smell to identify different scents from a set of Mystery Whiff Cards. The game begins with players sniffing a whiff card and attempting to guess the smell, selecting from categories such as ""Tutti Fruity,"" ""Sweet Stuff,"" ""Spice It Up,"" ""Bloomin’ Fresh,"" ""Smoke Factor,"" ""All Things Chemical,"" or ""Just Plain Stinky."" Players write down their guesses and funny memories associated with the smell. Points are awarded based on the accuracy of the guess and the chosen category. The player with the most points at the end wins the game, while the loser must take ""Whiff of Shame"" sniffs from a particularly unpleasant card like ""Extra Old Toe Cheese.""","Labeling, Identifying, Associating",None,,2,6,,,,,,,,,12.95,USD,14+ years,WowWee,,Commercially available,,https://boardgamegeek.com/boardgame/259968/whats-that-smell,Human,,3,0,0,0,0,,
Which Hand?,,2009,Analog,,,,"John Rice, Suzanne Clothier",,"The handler hides a treat or toy in one hand and presents both closed hands to the dog. The dog is encouraged to identify the correct hand by sniffing or pawing. If the dog chooses incorrectly, the handler reveals the correct hand without giving the treat, and the game continues.",Identifying,Dog handler,FALSE,1,1,1,1,,,None,,Fixed,,,,,Rice & Clothier 2009,,"Animal game, Educational game",,"Scent games for dogs, https://www.myherodogtraining.com/wp-content/uploads/2017/07/Scent-Games.pdf",Dog,,,,,,,,
Whiffer (from Follow Your Nose),Follow Your Nose,1991,Analog,,,,,Discovery Toys,"""Whiffer"" is a scent-based game where players test and build their olfactory recognition by smelling scent containers and matching each scent to its correct illustrated card.","Matching, Identifying",None,,1,1,16,16,"strawberry, apple, cinnamon, pine tree, chocolate, bubble gum, banana, wood, rose, licorice, mint, cookies, soap, orange, grass, soil",,None,,Fully Flexible,,,,,Discovery Toys 1991,,Commercially available,,https://www.ebay.com/itm/275344426802,Human,,,,,,,,
Wine aroma sensory training game,,2019,Digital,,,,"Akira Tiele, Siddharth Menon, James A. Covington",,"In the Wine Aroma Sensory Training Game, players engage in a series of solo or group-based sensory challenges designed to improve their ability to identify and distinguish wine aromas. The game uses a thermal-based olfactory display, where players are presented with different aromas corresponding to red and white wines. The game consists of three main activities: (1) Training Game: Familiarizes players with the available aromas through a graphical interface. (2) Sensory Game 1: Aroma Identification: Players are presented with an unknown aroma and must match it to the correct option using the interface. (3) Sensory Game 2: Aroma Discrimination: Players are given three different aromas in sequence and must identify which one differs from the others. The game uses a device that can hold up to 12 aroma capsules, including scents like cinnamon, lavender, peppermint, lemongrass, orange, and grapefruit.","Identifying, Memorizing, Discriminating",None,,1,,12,12,,"cinnamon, lavender, peppermint, lemongrass, orange, grapefruit",Medium,Each odor corresponds to a specific wine-related aroma essential for correct gameplay.,Fully Flexible,,,,,Tiele et al. 2019,,"Research, Educational",,https://doi.org/10.1109/ISOEN.2019.8823314,Human,,,,,,,,
You Better Eat to Survive,,2018,Mixed,,,,"Peter Arnold, Rohit Ashok Khot, Florian Mueller",,"""You Better Eat to Survive"" is a two-player virtual reality game where one player is immersed in a VR survival environment and the other remains in the real world, helping their partner survive by feeding them real food. The VR player is stranded on a virtual island and must explore to find and activate a flare gun, but they periodically lose vision (a blackout phase) unless they eat. Eating restores vision. The twist is that the VR player can't see the food due to the headset, so the second player must physically feed them. Players must coordinate closely: one navigates and performs in VR, while the other monitors food supply and timing in the real world.","Eating, Buffing",Partner,TRUE,2,2,1,,,,Low,Needs to be edible food.,Fully Flexible,,,,,,,Research,,https://dl.acm.org/doi/abs/10.1145/3173225.3173238,Human,,,,,,,YouBetterEatToSurvive_2018,
